All genes,MGI essential,Autosomal dominant,Haploinsufficient,High pLI,High Shet,High Phi,High missense z,ClinVar,OMIM,GWAS nearest,TF,DrugBank,High EDS,Olfactory,eQTL0-deficient
51808,,,,,,,,,,,,,,,
51809,,,,,,,,,,,,,,,
51816,,,,,,,,,,,,,,,
53335,,,,,,,,,,,,,,,
53336,,,,,,,,,,,,,,,
53339,,,,,,,,,,,,,,,
53340,,,,,,,,,,,,,,,
53342,,,,,,,,,,,,,,,
53343,,,,,,,,,,,,,,,
53344,,,,,,,,,,,,,,,
53345,,,,,,,,,,,,,,,
53346,,,,,,,,,,,,,,,
53347,,,,,,,,,,,,,,,
53349,,,,,,,,,,,,,,,
53353,,,,,,,,,,,,,,,
53354,,,,,,,,,,,,,,,
53358,,,,,,,,,,,,,,,
53371,,,,,,,,,,,,,,,
53373,,,,,,,,,,,,,,,
53405,,,,,,,,,,,,,,,
53407,,,,,,,,,,,,,,,
53615,,,,,,,,,,,,,,,
53616,,,,,,,,,,,,,,,
53630,,,,,,,,,,,,,,,
53632,,,,,,,,,,,,,,,
53635,,,,,,,,,,,,,,,
53637,,,,,,,,,,,,,,,
53820,,,,,,,,,,,,,,,
53822,,,,,,,,,,,,,,,
53826,,,,,,,,,,,,,,,
53827,,,,,,,,,,,,,,,
53828,,,,,,,,,,,,,,,
53829,,,,,,,,,,,,,,,
53831,,,,,,,,,,,,,,,
53832,,,,,,,,,,,,,,,
53833,,,,,,,,,,,,,,,
53834,,,,,,,,,,,,,,,
53836,,,,,,,,,,,,,,,
53838,,,,,,,,,,,,,,,
53840,,,,,,,,,,,,,,,
53841,,,,,,,,,,,,,,,
53842,,,,,,,,,,,,,,,
53904,,,,,,,,,,,,,,,
53905,,,,,,,,,,,,,,,
53916,,,,,,,,,,,,,,,
53917,,,,,,,,,,,,,,,
53918,,,,,,,,,,,,,,,
53919,,,,,,,,,,,,,,,
53938,,,,,,,,,,,,,,,
53940,,,,,,,,,,,,,,,
53942,,,,,,,,,,,,,,,
53944,,,,,,,,,,,,,,,
53947,,,,,,,,,,,,,,,
53981,,,,,,,,,,,,,,,
54014,,,,,,,,,,,,,,,
54020,,,,,,,,,,,,,,,
54033,,,,,,,,,,,,,,,
54039,,,,,,,,,,,,,,,
54058,,,,,,,,,,,,,,,
54059,,,,,,,,,,,,,,,
54065,,,,,,,,,,,,,,,
54069,,,,,,,,,,,,,,,
54084,,,,,,,,,,,,,,,
54093,,,,,,,,,,,,,,,
54097,,,,,,,,,,,,,,,
54101,,,,,,,,,,,,,,,
54102,,,,,,,,,,,,,,,
54103,,,,,,,,,,,,,,,
54106,,,,,,,,,,,,,,,
54107,,,,,,,,,,,,,,,
54108,,,,,,,,,,,,,,,
54112,,,,,,,,,,,,,,,
54145,,,,,,,,,,,,,,,
54148,,,,,,,,,,,,,,,
54149,,,,,,,,,,,,,,,
54165,,,,,,,,,,,,,,,
54187,,,,,,,,,,,,,,,
54205,,,,,,,,,,,,,,,
54206,,,,,,,,,,,,,,,
54207,,,,,,,,,,,,,,,
54209,,,,,,,,,,,,,,,
54210,,,,,,,,,,,,,,,
54212,,,,,,,,,,,,,,,
54221,,,,,,,,,,,,,,,
54328,,,,,,,,,,,,,,,
54329,,,,,,,,,,,,,,,
54331,,,,,,,,,,,,,,,
54332,,,,,,,,,,,,,,,
54344,,,,,,,,,,,,,,,
54345,,,,,,,,,,,,,,,
54346,,,,,,,,,,,,,,,
54360,,,,,,,,,,,,,,,
54361,,,,,,,,,,,,,,,
54363,,,,,,,,,,,,,,,
54386,,,,,,,,,,,,,,,
54407,,,,,,,,,,,,,,,
54413,,,,,,,,,,,,,,,
54414,,,,,,,,,,,,,,,
54429,,,,,,,,,,,,,,,
54431,,,,,,,,,,,,,,,
54432,,,,,,,,,,,,,,,
54433,,,,,,,,,,,,,,,
54434,,,,,,,,,,,,,,,
54436,,,,,,,,,,,,,,,
54437,,,,,,,,,,,,,,,
54438,,,,,,,,,,,,,,,
54439,,,,,,,,,,,,,,,
54440,,,,,,,,,,,,,,,
54442,,,,,,,,,,,,,,,
54443,,,,,,,,,,,,,,,
54453,,,,,,,,,,,,,,,
54454,,,,,,,,,,,,,,,
54455,,,,,,,,,,,,,,,
54456,,,,,,,,,,,,,,,
54457,,,,,,,,,,,,,,,
54458,,,,,,,,,,,,,,,
54460,,,,,,,,,,,,,,,
54461,,,,,,,,,,,,,,,
54462,,,,,,,,,,,,,,,
54463,,,,,,,,,,,,,,,
54464,,,,,,,,,,,,,,,
54465,,,,,,,,,,,,,,,
54466,,,,,,,,,,,,,,,
54467,,,,,,,,,,,,,,,
54468,,,,,,,,,,,,,,,
54469,,,,,,,,,,,,,,,
54470,,,,,,,,,,,,,,,
54471,,,,,,,,,,,,,,,
54472,,,,,,,,,,,,,,,
54474,,,,,,,,,,,,,,,
54475,,,,,,,,,,,,,,,
54476,,,,,,,,,,,,,,,
54477,,,,,,,,,,,,,,,
54478,,,,,,,,,,,,,,,
54480,,,,,,,,,,,,,,,
54482,,,,,,,,,,,,,,,
54487,,,,,,,,,,,,,,,
54490,,,,,,,,,,,,,,,
54491,,,,,,,,,,,,,,,
54492,,,,,,,,,,,,,,,
54494,,,,,,,,,,,,,,,
54495,,,,,,,,,,,,,,,
54496,,,,,,,,,,,,,,,
54497,,,,,,,,,,,,,,,
54498,,,,,,,,,,,,,,,
54499,,,,,,,,,,,,,,,
54502,,,,,,,,,,,,,,,
54503,,,,,,,,,,,,,,,
54504,,,,,,,,,,,,,,,
54505,,,,,,,,,,,,,,,
54507,,,,,,,,,,,,,,,
54509,,,,,,,,,,,,,,,
54510,,,,,,,,,,,,,,,
54511,,,,,,,,,,,,,,,
54512,,,,,,,,,,,,,,,
54514,,,,,,,,,,,,,,,
54516,,,,,,,,,,,,,,,
54517,,,,,,,,,,,,,,,
54518,,,,,,,,,,,,,,,
54520,,,,,,,,,,,,,,,
54521,,,,,,,,,,,,,,,
54522,,,,,,,,,,,,,,,
54529,,,,,,,,,,,,,,,
54531,,,,,,,,,,,,,,,
54532,,,,,,,,,,,,,,,
54534,,,,,,,,,,,,,,,
54535,,,,,,,,,,,,,,,
54536,,,,,,,,,,,,,,,
54537,,,,,,,,,,,,,,,
54538,,,,,,,,,,,,,,,
54539,,,,,,,,,,,,,,,
54540,,,,,,,,,,,,,,,
54541,,,,,,,,,,,,,,,
54542,,,,,,,,,,,,,,,
54543,,,,,,,,,,,,,,,
54544,,,,,,,,,,,,,,,
54545,,,,,,,,,,,,,,,
54546,,,,,,,,,,,,,,,
54549,,,,,,,,,,,,,,,
54550,,,,,,,,,,,,,,,
54551,,,,,,,,,,,,,,,
54552,,,,,,,,,,,,,,,
54554,,,,,,,,,,,,,,,
54555,,,,,,,,,,,,,,,
54556,,,,,,,,,,,,,,,
54557,,,,,,,,,,,,,,,
54558,,,,,,,,,,,,,,,
54566,,,,,,,,,,,,,,,
54567,,,,,,,,,,,,,,,
54583,,,,,,,,,,,,,,,
54584,,,,,,,,,,,,,,,
54585,,,,,,,,,,,,,,,
54586,,,,,,,,,,,,,,,
54587,,,,,,,,,,,,,,,
54596,,,,,,,,,,,,,,,
54602,,,,,,,,,,,,,,,
54606,,,,,,,,,,,,,,,
54617,,,,,,,,,,,,,,,
54619,,,,,,,,,,,,,,,
54620,,,,,,,,,,,,,,,
54621,,,,,,,,,,,,,,,
54622,,,,,,,,,,,,,,,
54623,,,,,,,,,,,,,,,
54625,,,,,,,,,,,,,,,
54626,,,,,,,,,,,,,,,
54627,,,,,,,,,,,,,,,
54629,,,,,,,,,,,,,,,
54662,,,,,,,,,,,,,,,
54663,,,,,,,,,,,,,,,
54664,,,,,,,,,,,,,,,
54665,,,,,,,,,,,,,,,
54674,,,,,,,,,,,,,,,
54675,,,,,,,,,,,,,,,
54676,,,,,,,,,,,,,,,
54677,,,,,,,,,,,,,,,
54680,,,,,,,,,,,,,,,
54681,,,,,,,,,,,,,,,
54682,,,,,,,,,,,,,,,
54700,,,,,,,,,,,,,,,
54704,,,,,,,,,,,,,,,
54707,,,,,,,,,,,,,,,
54714,,,,,,,,,,,,,,,
54715,,,,,,,,,,,,,,,
54716,,,,,,,,,,,,,,,
54726,,,,,,,,,,,,,,,
54729,,,,,,,,,,,,,,,
54732,,,,,,,,,,,,,,,
54733,,,,,,,,,,,,,,,
54734,,,,,,,,,,,,,,,
54737,,,,,,,,,,,,,,,
54738,,,,,,,,,,,,,,,
54739,,,,,,,,,,,,,,,
54741,,,,,,,,,,,,,,,
54742,,,,,,,,,,,,,,,
54749,,,,,,,,,,,,,,,
54751,,,,,,,,,,,,,,,
54752,,,,,,,,,,,,,,,
54753,,,,,,,,,,,,,,,
54754,,,,,,,,,,,,,,,
54756,,,,,,,,,,,,,,,
54757,,,,,,,,,,,,,,,
54758,,,,,,,,,,,,,,,
54760,,,,,,,,,,,,,,,
54762,,,,,,,,,,,,,,,
54763,,,,,,,,,,,,,,,
54764,,,,,,,,,,,,,,,
54765,,,,,,,,,,,,,,,
54766,,,,,,,,,,,,,,,
54768,,,,,,,,,,,,,,,
54769,,,,,,,,,,,,,,,
54776,,,,,,,,,,,,,,,
54777,,,,,,,,,,,,,,,
54778,,,,,,,,,,,,,,,
54780,,,,,,,,,,,,,,,
54784,,,,,,,,,,,,,,,
54785,,,,,,,,,,,,,,,
54788,,,,,,,,,,,,,,,
54790,,,,,,,,,,,,,,,
54793,,,,,,,,,,,,,,,
54795,,,,,,,,,,,,,,,
54796,,,,,,,,,,,,,,,
54797,,,,,,,,,,,,,,,
54798,,,,,,,,,,,,,,,
54799,,,,,,,,,,,,,,,
54800,,,,,,,,,,,,,,,
54801,,,,,,,,,,,,,,,
54802,,,,,,,,,,,,,,,
54805,,,,,,,,,,,,,,,
54806,,,,,,,,,,,,,,,
54807,,,,,,,,,,,,,,,
54808,,,,,,,,,,,,,,,
54809,,,,,,,,,,,,,,,
54810,,,,,,,,,,,,,,,
54811,,,,,,,,,,,,,,,
54812,,,,,,,,,,,,,,,
54813,,,,,,,,,,,,,,,
54814,,,,,,,,,,,,,,,
54815,,,,,,,,,,,,,,,
54816,,,,,,,,,,,,,,,
54819,,,,,,,,,,,,,,,
54820,,,,,,,,,,,,,,,
54821,,,,,,,,,,,,,,,
54822,,,,,,,,,,,,,,,
54823,,,,,,,,,,,,,,,
54825,,,,,,,,,,,,,,,
54826,,,,,,,,,,,,,,,
54827,,,,,,,,,,,,,,,
54828,,,,,,,,,,,,,,,
54829,,,,,,,,,,,,,,,
54830,,,,,,,,,,,,,,,
54831,,,,,,,,,,,,,,,
54832,,,,,,,,,,,,,,,
54834,,,,,,,,,,,,,,,
54836,,,,,,,,,,,,,,,
54838,,,,,,,,,,,,,,,
54839,,,,,,,,,,,,,,,
54840,,,,,,,,,,,,,,,
54841,,,,,,,,,,,,,,,
54842,,,,,,,,,,,,,,,
54843,,,,,,,,,,,,,,,
54845,,,,,,,,,,,,,,,
54847,,,,,,,,,,,,,,,
54848,,,,,,,,,,,,,,,
54849,,,,,,,,,,,,,,,
54850,,,,,,,,,,,,,,,
54851,,,,,,,,,,,,,,,
54852,,,,,,,,,,,,,,,
54853,,,,,,,,,,,,,,,
54854,,,,,,,,,,,,,,,
54855,,,,,,,,,,,,,,,
54856,,,,,,,,,,,,,,,
54857,,,,,,,,,,,,,,,
54858,,,,,,,,,,,,,,,
54859,,,,,,,,,,,,,,,
54860,,,,,,,,,,,,,,,
54861,,,,,,,,,,,,,,,
54862,,,,,,,,,,,,,,,
54863,,,,,,,,,,,,,,,
54865,,,,,,,,,,,,,,,
54866,,,,,,,,,,,,,,,
54867,,,,,,,,,,,,,,,
54868,,,,,,,,,,,,,,,
54869,,,,,,,,,,,,,,,
54870,,,,,,,,,,,,,,,
54872,,,,,,,,,,,,,,,
54873,,,,,,,,,,,,,,,
54874,,,,,,,,,,,,,,,
54875,,,,,,,,,,,,,,,
54876,,,,,,,,,,,,,,,
54877,,,,,,,,,,,,,,,
54878,,,,,,,,,,,,,,,
54879,,,,,,,,,,,,,,,
54880,,,,,,,,,,,,,,,
54881,,,,,,,,,,,,,,,
54882,,,,,,,,,,,,,,,
54883,,,,,,,,,,,,,,,
54884,,,,,,,,,,,,,,,
54885,,,,,,,,,,,,,,,
54886,,,,,,,,,,,,,,,
54887,,,,,,,,,,,,,,,
54888,,,,,,,,,,,,,,,
54890,,,,,,,,,,,,,,,
54891,,,,,,,,,,,,,,,
54892,,,,,,,,,,,,,,,
54893,,,,,,,,,,,,,,,
54894,,,,,,,,,,,,,,,
54896,,,,,,,,,,,,,,,
54897,,,,,,,,,,,,,,,
54898,,,,,,,,,,,,,,,
54899,,,,,,,,,,,,,,,
54900,,,,,,,,,,,,,,,
54901,,,,,,,,,,,,,,,
54902,,,,,,,,,,,,,,,
54903,,,,,,,,,,,,,,,
54904,,,,,,,,,,,,,,,
54905,,,,,,,,,,,,,,,
54906,,,,,,,,,,,,,,,
54908,,,,,,,,,,,,,,,
54910,,,,,,,,,,,,,,,
54913,,,,,,,,,,,,,,,
54914,,,,,,,,,,,,,,,
54915,,,,,,,,,,,,,,,
54916,,,,,,,,,,,,,,,
54918,,,,,,,,,,,,,,,
54919,,,,,,,,,,,,,,,
54920,,,,,,,,,,,,,,,
54921,,,,,,,,,,,,,,,
54922,,,,,,,,,,,,,,,
54923,,,,,,,,,,,,,,,
54925,,,,,,,,,,,,,,,
54926,,,,,,,,,,,,,,,
54927,,,,,,,,,,,,,,,
54928,,,,,,,,,,,,,,,
54929,,,,,,,,,,,,,,,
54930,,,,,,,,,,,,,,,
54931,,,,,,,,,,,,,,,
54932,,,,,,,,,,,,,,,
54933,,,,,,,,,,,,,,,
54934,,,,,,,,,,,,,,,
54935,,,,,,,,,,,,,,,
54936,,,,,,,,,,,,,,,
54937,,,,,,,,,,,,,,,
54938,,,,,,,,,,,,,,,
54939,,,,,,,,,,,,,,,
54940,,,,,,,,,,,,,,,
54941,,,,,,,,,,,,,,,
54942,,,,,,,,,,,,,,,
54943,,,,,,,,,,,,,,,
54946,,,,,,,,,,,,,,,
54947,,,,,,,,,,,,,,,
54948,,,,,,,,,,,,,,,
54949,,,,,,,,,,,,,,,
54951,,,,,,,,,,,,,,,
54952,,,,,,,,,,,,,,,
54953,,,,,,,,,,,,,,,
54954,,,,,,,,,,,,,,,
54955,,,,,,,,,,,,,,,
54956,,,,,,,,,,,,,,,
54957,,,,,,,,,,,,,,,
54958,,,,,,,,,,,,,,,
54959,,,,,,,,,,,,,,,
54960,,,,,,,,,,,,,,,
54961,,,,,,,,,,,,,,,
54962,,,,,,,,,,,,,,,
54963,,,,,,,,,,,,,,,
54964,,,,,,,,,,,,,,,
54965,,,,,,,,,,,,,,,
54967,,,,,,,,,,,,,,,
54968,,,,,,,,,,,,,,,
54969,,,,,,,,,,,,,,,
54970,,,,,,,,,,,,,,,
54971,,,,,,,,,,,,,,,
54972,,,,,,,,,,,,,,,
54973,,,,,,,,,,,,,,,
54974,,,,,,,,,,,,,,,
54976,,,,,,,,,,,,,,,
54977,,,,,,,,,,,,,,,
54978,,,,,,,,,,,,,,,
54979,,,,,,,,,,,,,,,
54980,,,,,,,,,,,,,,,
54981,,,,,,,,,,,,,,,
54982,,,,,,,,,,,,,,,
54984,,,,,,,,,,,,,,,
54985,,,,,,,,,,,,,,,
54986,,,,,,,,,,,,,,,
54987,,,,,,,,,,,,,,,
54988,,,,,,,,,,,,,,,
54989,,,,,,,,,,,,,,,
54991,,,,,,,,,,,,,,,
54993,,,,,,,,,,,,,,,
54994,,,,,,,,,,,,,,,
54995,,,,,,,,,,,,,,,
54997,,,,,,,,,,,,,,,
54998,,,,,,,,,,,,,,,
55001,,,,,,,,,,,,,,,
55002,,,,,,,,,,,,,,,
55003,,,,,,,,,,,,,,,
55004,,,,,,,,,,,,,,,
55005,,,,,,,,,,,,,,,
55006,,,,,,,,,,,,,,,
55007,,,,,,,,,,,,,,,
55008,,,,,,,,,,,,,,,
55009,,,,,,,,,,,,,,,
55010,,,,,,,,,,,,,,,
55011,,,,,,,,,,,,,,,
55012,,,,,,,,,,,,,,,
55013,,,,,,,,,,,,,,,
55014,,,,,,,,,,,,,,,
55015,,,,,,,,,,,,,,,
55017,,,,,,,,,,,,,,,
55018,,,,,,,,,,,,,,,
55020,,,,,,,,,,,,,,,
55022,,,,,,,,,,,,,,,
55023,,,,,,,,,,,,,,,
55024,,,,,,,,,,,,,,,
55026,,,,,,,,,,,,,,,
55027,,,,,,,,,,,,,,,
55028,,,,,,,,,,,,,,,
55030,,,,,,,,,,,,,,,
55031,,,,,,,,,,,,,,,
55032,,,,,,,,,,,,,,,
55033,,,,,,,,,,,,,,,
55034,,,,,,,,,,,,,,,
55035,,,,,,,,,,,,,,,
55036,,,,,,,,,,,,,,,
55037,,,,,,,,,,,,,,,
55038,,,,,,,,,,,,,,,
55039,,,,,,,,,,,,,,,
55040,,,,,,,,,,,,,,,
55041,,,,,,,,,,,,,,,
55048,,,,,,,,,,,,,,,
55049,,,,,,,,,,,,,,,
55051,,,,,,,,,,,,,,,
55052,,,,,,,,,,,,,,,
55054,,,,,,,,,,,,,,,
55055,,,,,,,,,,,,,,,
55057,,,,,,,,,,,,,,,
55061,,,,,,,,,,,,,,,
55062,,,,,,,,,,,,,,,
55063,,,,,,,,,,,,,,,
55064,,,,,,,,,,,,,,,
55065,,,,,,,,,,,,,,,
55066,,,,,,,,,,,,,,,
55068,,,,,,,,,,,,,,,
55069,,,,,,,,,,,,,,,
55070,,,,,,,,,,,,,,,
55071,,,,,,,,,,,,,,,
55072,,,,,,,,,,,,,,,
55074,,,,,,,,,,,,,,,
55075,,,,,,,,,,,,,,,
55076,,,,,,,,,,,,,,,
55079,,,,,,,,,,,,,,,
55080,,,,,,,,,,,,,,,
55081,,,,,,,,,,,,,,,
55082,,,,,,,,,,,,,,,
55083,,,,,,,,,,,,,,,
55084,,,,,,,,,,,,,,,
55086,,,,,,,,,,,,,,,
55088,,,,,,,,,,,,,,,
55089,,,,,,,,,,,,,,,
55090,,,,,,,,,,,,,,,
55092,,,,,,,,,,,,,,,
55093,,,,,,,,,,,,,,,
55094,,,,,,,,,,,,,,,
55095,,,,,,,,,,,,,,,
55096,,,,,,,,,,,,,,,
55100,,,,,,,,,,,,,,,
55101,,,,,,,,,,,,,,,
55102,,,,,,,,,,,,,,,
55103,,,,,,,,,,,,,,,
55105,,,,,,,,,,,,,,,
55106,,,,,,,,,,,,,,,
55107,,,,,,,,,,,,,,,
55108,,,,,,,,,,,,,,,
55109,,,,,,,,,,,,,,,
55110,,,,,,,,,,,,,,,
55111,,,,,,,,,,,,,,,
55112,,,,,,,,,,,,,,,
55113,,,,,,,,,,,,,,,
55114,,,,,,,,,,,,,,,
55116,,,,,,,,,,,,,,,
55117,,,,,,,,,,,,,,,
55118,,,,,,,,,,,,,,,
55119,,,,,,,,,,,,,,,
55120,,,,,,,,,,,,,,,
55122,,,,,,,,,,,,,,,
55124,,,,,,,,,,,,,,,
55125,,,,,,,,,,,,,,,
55127,,,,,,,,,,,,,,,
55128,,,,,,,,,,,,,,,
55129,,,,,,,,,,,,,,,
55130,,,,,,,,,,,,,,,
55131,,,,,,,,,,,,,,,
55132,,,,,,,,,,,,,,,
55133,,,,,,,,,,,,,,,
55135,,,,,,,,,,,,,,,
55137,,,,,,,,,,,,,,,
55138,,,,,,,,,,,,,,,
55139,,,,,,,,,,,,,,,
55140,,,,,,,,,,,,,,,
55142,,,,,,,,,,,,,,,
55143,,,,,,,,,,,,,,,
55144,,,,,,,,,,,,,,,
55145,,,,,,,,,,,,,,,
55146,,,,,,,,,,,,,,,
55147,,,,,,,,,,,,,,,
55148,,,,,,,,,,,,,,,
55149,,,,,,,,,,,,,,,
55150,,,,,,,,,,,,,,,
55151,,,,,,,,,,,,,,,
55152,,,,,,,,,,,,,,,
55153,,,,,,,,,,,,,,,
55154,,,,,,,,,,,,,,,
55156,,,,,,,,,,,,,,,
55157,,,,,,,,,,,,,,,
55159,,,,,,,,,,,,,,,
55160,,,,,,,,,,,,,,,
55161,,,,,,,,,,,,,,,
55163,,,,,,,,,,,,,,,
55164,,,,,,,,,,,,,,,
55165,,,,,,,,,,,,,,,
55166,,,,,,,,,,,,,,,
55167,,,,,,,,,,,,,,,
55168,,,,,,,,,,,,,,,
55170,,,,,,,,,,,,,,,
55171,,,,,,,,,,,,,,,
55173,,,,,,,,,,,,,,,
55174,,,,,,,,,,,,,,,
55175,,,,,,,,,,,,,,,
55176,,,,,,,,,,,,,,,
55177,,,,,,,,,,,,,,,
55178,,,,,,,,,,,,,,,
55179,,,,,,,,,,,,,,,
55180,,,,,,,,,,,,,,,
55181,,,,,,,,,,,,,,,
55182,,,,,,,,,,,,,,,
55183,,,,,,,,,,,,,,,
55184,,,,,,,,,,,,,,,
55186,,,,,,,,,,,,,,,
55187,,,,,,,,,,,,,,,
55188,,,,,,,,,,,,,,,
55190,,,,,,,,,,,,,,,
55191,,,,,,,,,,,,,,,
55192,,,,,,,,,,,,,,,
55193,,,,,,,,,,,,,,,
55194,,,,,,,,,,,,,,,
55195,,,,,,,,,,,,,,,
55196,,,,,,,,,,,,,,,
55197,,,,,,,,,,,,,,,
55198,,,,,,,,,,,,,,,
55199,,,,,,,,,,,,,,,
55200,,,,,,,,,,,,,,,
55201,,,,,,,,,,,,,,,
55203,,,,,,,,,,,,,,,
55204,,,,,,,,,,,,,,,
55205,,,,,,,,,,,,,,,
55206,,,,,,,,,,,,,,,
55207,,,,,,,,,,,,,,,
55208,,,,,,,,,,,,,,,
55209,,,,,,,,,,,,,,,
55210,,,,,,,,,,,,,,,
55211,,,,,,,,,,,,,,,
55212,,,,,,,,,,,,,,,
55213,,,,,,,,,,,,,,,
55214,,,,,,,,,,,,,,,
55215,,,,,,,,,,,,,,,
55216,,,,,,,,,,,,,,,
55217,,,,,,,,,,,,,,,
55218,,,,,,,,,,,,,,,
55219,,,,,,,,,,,,,,,
55220,,,,,,,,,,,,,,,
55222,,,,,,,,,,,,,,,
55223,,,,,,,,,,,,,,,
55224,,,,,,,,,,,,,,,
55225,,,,,,,,,,,,,,,
55226,,,,,,,,,,,,,,,
55227,,,,,,,,,,,,,,,
55228,,,,,,,,,,,,,,,
55229,,,,,,,,,,,,,,,
55230,,,,,,,,,,,,,,,
55231,,,,,,,,,,,,,,,
55233,,,,,,,,,,,,,,,
55234,,,,,,,,,,,,,,,
55236,,,,,,,,,,,,,,,
55237,,,,,,,,,,,,,,,
55238,,,,,,,,,,,,,,,
55239,,,,,,,,,,,,,,,
55240,,,,,,,,,,,,,,,
55243,,,,,,,,,,,,,,,
55244,,,,,,,,,,,,,,,
55245,,,,,,,,,,,,,,,
55246,,,,,,,,,,,,,,,
55247,,,,,,,,,,,,,,,
55248,,,,,,,,,,,,,,,
55249,,,,,,,,,,,,,,,
55250,,,,,,,,,,,,,,,
55251,,,,,,,,,,,,,,,
55252,,,,,,,,,,,,,,,
55253,,,,,,,,,,,,,,,
55254,,,,,,,,,,,,,,,
55255,,,,,,,,,,,,,,,
55256,,,,,,,,,,,,,,,
55257,,,,,,,,,,,,,,,
55258,,,,,,,,,,,,,,,
55259,,,,,,,,,,,,,,,
55260,,,,,,,,,,,,,,,
55262,,,,,,,,,,,,,,,
55266,,,,,,,,,,,,,,,
55268,,,,,,,,,,,,,,,
55269,,,,,,,,,,,,,,,
55270,,,,,,,,,,,,,,,
55272,,,,,,,,,,,,,,,
55273,,,,,,,,,,,,,,,
55274,,,,,,,,,,,,,,,
55275,,,,,,,,,,,,,,,
55276,,,,,,,,,,,,,,,
55277,,,,,,,,,,,,,,,
55278,,,,,,,,,,,,,,,
55279,,,,,,,,,,,,,,,
55280,,,,,,,,,,,,,,,
55281,,,,,,,,,,,,,,,
55282,,,,,,,,,,,,,,,
55283,,,,,,,,,,,,,,,
55284,,,,,,,,,,,,,,,
55285,,,,,,,,,,,,,,,
55286,,,,,,,,,,,,,,,
55287,,,,,,,,,,,,,,,
55288,,,,,,,,,,,,,,,
55289,,,,,,,,,,,,,,,
55290,,,,,,,,,,,,,,,
55291,,,,,,,,,,,,,,,
55293,,,,,,,,,,,,,,,
55294,,,,,,,,,,,,,,,
55295,,,,,,,,,,,,,,,
55296,,,,,,,,,,,,,,,
55297,,,,,,,,,,,,,,,
55298,,,,,,,,,,,,,,,
55299,,,,,,,,,,,,,,,
55300,,,,,,,,,,,,,,,
55301,,,,,,,,,,,,,,,
55303,,,,,,,,,,,,,,,
55304,,,,,,,,,,,,,,,
55308,,,,,,,,,,,,,,,
55311,,,,,,,,,,,,,,,
55312,,,,,,,,,,,,,,,
55313,,,,,,,,,,,,,,,
55314,,,,,,,,,,,,,,,
55315,,,,,,,,,,,,,,,
55316,,,,,,,,,,,,,,,
55317,,,,,,,,,,,,,,,
55319,,,,,,,,,,,,,,,
55320,,,,,,,,,,,,,,,
55321,,,,,,,,,,,,,,,
55322,,,,,,,,,,,,,,,
55323,,,,,,,,,,,,,,,
55324,,,,,,,,,,,,,,,
55325,,,,,,,,,,,,,,,
55326,,,,,,,,,,,,,,,
55327,,,,,,,,,,,,,,,
55328,,,,,,,,,,,,,,,
55329,,,,,,,,,,,,,,,
55330,,,,,,,,,,,,,,,
55331,,,,,,,,,,,,,,,
55332,,,,,,,,,,,,,,,
55333,,,,,,,,,,,,,,,
55334,,,,,,,,,,,,,,,
55335,,,,,,,,,,,,,,,
55336,,,,,,,,,,,,,,,
55337,,,,,,,,,,,,,,,
55339,,,,,,,,,,,,,,,
55340,,,,,,,,,,,,,,,
55341,,,,,,,,,,,,,,,
55343,,,,,,,,,,,,,,,
55344,,,,,,,,,,,,,,,
55345,,,,,,,,,,,,,,,
55346,,,,,,,,,,,,,,,
55347,,,,,,,,,,,,,,,
55349,,,,,,,,,,,,,,,
55350,,,,,,,,,,,,,,,
55351,,,,,,,,,,,,,,,
55352,,,,,,,,,,,,,,,
55353,,,,,,,,,,,,,,,
55355,,,,,,,,,,,,,,,
55356,,,,,,,,,,,,,,,
55357,,,,,,,,,,,,,,,
55359,,,,,,,,,,,,,,,
55361,,,,,,,,,,,,,,,
55362,,,,,,,,,,,,,,,
55363,,,,,,,,,,,,,,,
55364,,,,,,,,,,,,,,,
55365,,,,,,,,,,,,,,,
55366,,,,,,,,,,,,,,,
55367,,,,,,,,,,,,,,,
55374,,,,,,,,,,,,,,,
55379,,,,,,,,,,,,,,,
55388,,,,,,,,,,,,,,,
55421,,,,,,,,,,,,,,,
55422,,,,,,,,,,,,,,,
55423,,,,,,,,,,,,,,,
55425,,,,,,,,,,,,,,,
55432,,,,,,,,,,,,,,,
55435,,,,,,,,,,,,,,,
55437,,,,,,,,,,,,,,,
55450,,,,,,,,,,,,,,,
55454,,,,,,,,,,,,,,,
55466,,,,,,,,,,,,,,,
55471,,,,,,,,,,,,,,,
55486,,,,,,,,,,,,,,,
55500,,,,,,,,,,,,,,,
55501,,,,,,,,,,,,,,,
55502,,,,,,,,,,,,,,,
55503,,,,,,,,,,,,,,,
55504,,,,,,,,,,,,,,,
55505,,,,,,,,,,,,,,,
55506,,,,,,,,,,,,,,,
55507,,,,,,,,,,,,,,,
55508,,,,,,,,,,,,,,,
55509,,,,,,,,,,,,,,,
55510,,,,,,,,,,,,,,,
55511,,,,,,,,,,,,,,,
55512,,,,,,,,,,,,,,,
55515,,,,,,,,,,,,,,,
55520,,,,,,,,,,,,,,,
55521,,,,,,,,,,,,,,,
55526,,,,,,,,,,,,,,,
55527,,,,,,,,,,,,,,,
55529,,,,,,,,,,,,,,,
55530,,,,,,,,,,,,,,,
55531,,,,,,,,,,,,,,,
55532,,,,,,,,,,,,,,,
55534,,,,,,,,,,,,,,,
55536,,,,,,,,,,,,,,,
